name,permalink,sector,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at
airpersons,/company/laboryou-international,messaging,350000.0,operating,,,unknown,,2.0,2012-01-01
rover.com,/company/rover-com,web,15732536.0,operating,USA,WA,Seattle,seattle,4.0,2011-01-01
people capital,/company/people-capital,web,2500000.0,operating,USA,NY,New York,new york,1.0,2008-01-01
tagbrand,/company/tagbrand,social,100000.0,operating,,,unknown,,1.0,2011-05-01
venturepax,/company/venturepax,web,280000.0,operating,USA,OH,Cincinnati,milford,4.0,2008-01-01
peerreach,/company/peerreach,analytics,310000.0,operating,NLD,,Amsterdam,amsterdam,1.0,2011-09-01
circa,/company/circa,mobile,1650000.0,operating,USA,CA,SF Bay,san francisco,2.0,2011-12-01
roximity,/company/roximity,mobile,618000.0,operating,USA,CO,Denver,denver,4.0,2012-01-01
guestmob,/company/guestmob,hospitality,800000.0,operating,USA,CA,SF Bay,san mateo,1.0,2010-10-01
1life healthcare,/company/1life-healthcare,,30000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2002-01-01
grupo imo,/company/grupo-imo,health,26148000.0,operating,ESP,,Madrid,madrid,1.0,
tres amigas,/company/tres-amigas,cleantech,12000000.0,operating,USA,NM,Santa Fe,santa fe,1.0,
zeis excelsa,/company/zeis-excelsa,fashion,26148000.0,operating,,,unknown,,1.0,
purehistory,/company/purehistory,search,5000.0,operating,USA,NJ,Somerset,somerset,1.0,2011-01-02
capablebits,/company/capablebits,mobile,70000.0,operating,,,unknown,,1.0,2010-12-07
streaming era,/company/streaming-era,enterprise,200000.0,operating,ISR,,Holon,holon,3.0,2011-07-10
bookigee,/company/bookigee,analytics,637500.0,operating,USA,FL,N. Miami Beach,n. miami beach,2.0,2010-10-01
mahoot games,/company/mahoot-games,ecommerce,100000.0,operating,USA,CA,SF Bay,palo alto,2.0,2011-03-01
uptake medical,/company/uptake-medical,medical,65816175.0,operating,USA,CA,Los Angeles,tustin,4.0,2005-01-01
elco,/company/elco,consulting,6444500.0,operating,,,unknown,,1.0,
blue interactive group,/company/blue-interactive-group,network_hosting,55000000.0,operating,,,unknown,,1.0,
gauss surgical,/company/gauss-surgical,biotech,5426000.0,operating,USA,CA,SF Bay,los altos,4.0,2011-01-01
permeon biologics,/company/permeon-biologics,biotech,2500000.0,operating,USA,MA,Boston,cambridge,1.0,
clear catheter systems,/company/clear-catheter-systems,medical,12650000.0,operating,USA,OR,Eugene,bend,3.0,2007-01-01
scope 5,/company/scope,software,975000.0,operating,USA,WA,Seattle,seattle,3.0,
pastbook,/company/pastbook,web,357400.0,operating,NLD,,Amsterdam,amsterdam,5.0,2012-05-15
scurri,/company/scurri,ecommerce,800000.0,operating,IRL,,New Ross,new ross,1.0,2011-01-01
chasm.io (formerly wahooly),/company/chasm-io,social,500000.0,operating,USA,TX,Austin,austin,2.0,2012-02-01
betterdoctor,/company/betterdoctor-inc,health,3125000.0,operating,USA,CA,SF Bay,san francisco,2.0,2011-04-01
pagestitch,/company/pagestitch,enterprise,25000.0,operating,,,unknown,,1.0,2011-01-01
dba group,/company/dba-group,software,5174000.0,operating,ITA,,unknown,santo stefano di cadore,1.0,
nearwoo,/company/one-page,mobile,1200000.0,operating,USA,CA,Los Angeles,los angeles,1.0,2012-01-05
edealya,/company/edealya,advertising,950000.0,operating,USA,NY,New York,new york,3.0,2011-01-01
goomeo,/company/goomeo,software,288160.0,operating,FRA,,Limoges,limoges,1.0,2010-07-12
limecraft,/company/limecraft,software,621246.0,operating,BEL,,Ghent,ghent,1.0,2010-05-14
gonnabe,/company/gonnabe,mobile,200000.0,operating,USA,CA,Los Angeles,santa monica,1.0,2011-07-24
shedworx,/company/shedworx,software,100000.0,operating,AUS,,Nedlands,"nedlands, wa",1.0,2007-06-29
solus scientific solutions,/company/solus-scientific-solutions,biotech,1090863.0,operating,GBR,,Glasgow,glasgow,1.0,
save on medical,/company/save-on-medical,ecommerce,250000.0,operating,USA,FL,Tampa,tampa,1.0,2010-12-01
draker,/company/draker-laboratories,cleantech,13085000.0,operating,USA,VT,Burlington,burlington,6.0,1999-01-01
metacert,/company/metacert,software,740000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-03-01
datavote,/company/datavote,enterprise,100000.0,closed,,,unknown,,1.0,2010-01-01
sendhub,/company/sendhub,enterprise,5000000.0,operating,USA,CA,SF Bay,menlo park,3.0,2011-12-01
tipzu,/company/tipzu,ecommerce,70000.0,acquired,,,unknown,,1.0,2007-01-01
macuclear,/company/macuclear,biotech,1000000.0,operating,USA,TX,Dallas,plano,1.0,
"bitzio, inc.",/company/bitzio,mobile,180000.0,operating,USA,CA,SF Bay,san francisco,1.0,
expressor software,/company/expressor-software,software,29050000.0,acquired,USA,MA,Boston,burlington,4.0,2007-01-01
distil,/company/distil,security,2700000.0,operating,USA,VA,Washington DC,arlington,5.0,2011-04-01
djo global,/company/djo-global,software,1000000.0,operating,USA,CA,San Diego,vista,1.0,1978-01-01
zuvvu,/company/zuvvu,advertising,12000.0,operating,IND,,Ahmadabad,ahmadabad,1.0,2010-06-01
workfolio,/company/workfolio,web,700000.0,operating,USA,NY,New York,new york,1.0,2009-01-01
contatta,/company/contatta-inc,software,10189773.0,operating,USA,AZ,Phoenix,scottsdale,3.0,2011-01-01
laffster,/company/laffster,web,750000.0,operating,USA,CA,Los Angeles,santa monica,1.0,
eved,/company/eved,web,11201619.0,operating,USA,IL,Chicago,skokie,2.0,2010-01-01
cornerstone therapeutics,/company/cornerstone-therapeutics,biotech,30000000.0,operating,USA,NC,Raleigh-Durham,cary,1.0,
immunexcite,/company/immunexcite,biotech,2500000.0,operating,USA,MA,Boston,belmont,1.0,
cytopherx,/company/cytopherx,medical,34000000.0,operating,USA,MI,Detroit,ann arbor,1.0,
pharmalink,/company/pharmalink,biotech,19521927.0,operating,SWE,,Stockholm,stockholm,2.0,1991-01-01
neurogenetic pharmaceuticals,/company/neurogenetic-pharmaceuticals,biotech,250000.0,operating,USA,CA,San Diego,del mar,2.0,
gitr,/company/gitr,biotech,2250000.0,operating,USA,MA,Boston,cambridge,2.0,
midatech,/company/midatech,manufacturing,24930755.0,operating,GBR,,London,abingdon,2.0,2000-01-01
elan microelectronics,/company/elan-microelectronics,hardware,5000000.0,operating,TWN,,Hsinchu,hsinchu,1.0,
clearside biomedical,/company/clearside-biomedical,biotech,11899987.0,operating,USA,,Atlanta,"alpharetta,",2.0,2011-01-01
sira group,/company/sira-group,network_hosting,15398400.0,operating,ITA,,Rastignano,rastignano,1.0,
healthunlocked,/company/healthunlocked,web,2000000.0,operating,GBR,,London,london,1.0,2009-01-01
nimble apps limited,/company/nimble-apps-limited,analytics,1872780.0,operating,IRL,,Ireland - Other,,1.0,2010-01-01
von bismark,/company/von-bismark,software,546060.0,operating,IRL,,Dublin,dublin,3.0,2011-06-01
apptopia,/company/apptopia,mobile,1110000.0,operating,USA,MA,Massachusetts - Other,,3.0,2011-11-06
mfoundry,/company/mfoundry,mobile,40300000.0,acquired,USA,CA,SF Bay,larkspur,3.0,2004-01-01
arctic empire,/company/arctic-empire,games_video,393670.0,operating,CAN,,Ottawa,ottawa,1.0,2010-05-01
proxama,/company/proxama,mobile,13031162.0,operating,GBR,,London,london,1.0,
sociogramics,/company/sociogramics,enterprise,300000.0,operating,USA,CA,SF Bay,palo alto,1.0,2011-01-01
choremonster,/company/choremonster,web,2650000.0,operating,USA,OH,Cincinnati,cincinnati,4.0,2011-08-01
biscotti,/company/biscotti,hardware,7519109.0,operating,USA,TX,Dallas,mckinney,5.0,2008-05-01
nutritionix,/company/nutritionix,health,120000.0,operating,USA,DC,Washington DC,washington,1.0,2010-01-01
remark media,/company/remark-media,public_relations,6051497.0,operating,USA,GA,Atlanta,atlanta,3.0,2007-01-01
nanocomp technologies,/company/nanocomp-technologies,nanotech,14120990.0,operating,USA,NH,Concord,concord,4.0,2004-01-01
syndexa pharmaceuticals,/company/syndexa-pharmaceuticals,biotech,23500000.0,closed,USA,MA,Boston,watertown,2.0,2005-01-01
tivorsan pharmaceuticals,/company/tivorsan-pharmaceuticals,biotech,1000000.0,operating,USA,RI,Providence,providence,1.0,
thermoenergy,/company/thermoenergy,cleantech,5330000.0,operating,USA,MA,Boston,worcester,3.0,1988-01-01
realtime.co,/company/realtime-co,enterprise,100000000.0,operating,PRT,CA,Los Angeles,santa monica,1.0,1997-01-01
flotype,/company/flotype,enterprise,1400000.0,operating,USA,CA,SF Bay,berkeley,2.0,2010-10-03
jenu biosciences,/company/jenu-biosciences,hardware,3500000.0,operating,USA,WA,Seattle,seattle,2.0,2008-01-01
answers corporation,/company/answers,web,45410000.0,acquired,USA,MO,Saint Louis,saint louis,7.0,2006-05-01
shodogg,/company/shodogg,mobile,3422000.0,operating,USA,NY,New York,new york,3.0,2011-05-01
sampleboard,/company/sampleboard,software,25000.0,operating,ZAF,,Cape Town,cape town,1.0,
schoolfeed,/company/schoolfeed,education,1750000.0,operating,,,unknown,,2.0,2013-07-31
gympact,/company/gympact,medical,968000.0,operating,,,unknown,,2.0,2010-11-15
appthority,/company/appthority,security,6250000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-06-01
prismatic,/company/prismatic,web,15000000.0,operating,,,unknown,,1.0,
skytree,/company/skytree,analytics,21575000.0,operating,USA,CA,SF Bay,san jose,4.0,2012-01-01
timehop,/company/timehop,photo_video,4118000.0,operating,USA,NY,New York,new york,3.0,2010-01-01
globetrotr.com,/company/globetrotr-com,travel,50000.0,operating,USA,NY,New York,new york,1.0,2012-01-01
linkwell health,/company/linkwell-health,health,19300000.0,operating,USA,MA,Boston,needham,2.0,2008-01-01
viddix,/company/viddix,games_video,148080.0,operating,NLD,,Utrecht,utrecht,1.0,2007-03-01
inploid.com,/company/inploid-corp,web,350000.0,operating,TUR,,Istanbul,istanbul,2.0,2010-01-01
cloud4wi,/company/witech,mobile,1526543.0,operating,ITA,,Cascina,cascina (pisa),4.0,2003-10-25
shopsy,/company/shopsy,web,100000.0,operating,USA,CA,SF Bay,san francisco,1.0,2013-01-30
censornet,/company/censornet,security,317135.0,operating,GBR,,Bristol,bristol,1.0,2007-02-01
zwoor.com,/company/zwoor-com,mobile,100000.0,operating,,,unknown,,1.0,2010-01-01
spoonity,/company/spoonity,advertising,72720.0,operating,CAN,,Ottawa,ottawa,4.0,2011-05-05
soci ads,/company/soci-ads,advertising,50000.0,operating,IND,,Mumbai,mumbai,1.0,2011-01-11
supernus pharmaceuticals,/company/supernus-pharmaceuticals,biotech,72000000.0,operating,USA,MD,Washington DC,rockville,2.0,
cambridge communication systems,/company/cambridge-communication-systems,hardware,8842094.0,operating,GBR,,London,cambridge,2.0,2010-01-01
natera,/company/natera,biotech,74600000.0,operating,USA,CA,SF Bay,redwood city,2.0,2004-01-01
blend therapeutics,/company/blend-therapeutics,,18800000.0,operating,USA,MA,Boston,watertown,2.0,2012-01-01
wallit,/company/wallit,mobile,1200000.0,operating,USA,CA,SF Bay,berkeley,1.0,2011-08-12
tictail,/company/tictail,web,2339520.0,operating,SWE,,Stockholm,stockholm,3.0,2012-05-01
allurion technologies,/company/allurion-technologies,medical,2850547.0,operating,USA,MA,Boston,wellesley,2.0,2009-01-01
youlicense,/company/youlicense,games_video,1100000.0,operating,ISR,,Tel Aviv,tel aviv,2.0,2007-01-01
soundout,/company/soundout,music,2000000.0,operating,GBR,,United Kingdom - Other,,1.0,
desti,/company/tripboard,travel,2000000.0,operating,USA,CA,SF Bay,menlo park,2.0,2011-11-18
perfect commerce,/company/perfect-commerce,software,30000000.0,operating,USA,VA,Newport News,newport news,1.0,1998-01-01
ovuline,/company/ovuline,analytics,2500000.0,operating,USA,MA,Boston,cambridge,4.0,2012-06-01
rallycause,/company/pocket-bounty,mobile,125000.0,operating,USA,OR,Eugene,bend,1.0,2011-10-01
smartequip,/company/smartequip,manufacturing,20690000.0,operating,USA,CT,New York,norwalk,2.0,2001-06-01
rivet & sway,/company/rivet-sway,ecommerce,2350000.0,operating,USA,WA,Seattle,seattle,2.0,2011-07-07
glysure,/company/glysure,medical,24412621.0,operating,GBR,,London,"abingdon, oxfordshire",2.0,
rivanna medical,/company/rivanna-medical,medical,50000.0,operating,USA,VA,Crozet,crozet,1.0,
"ariosa diagnostics, inc.",/company/ariosa-diagnostics-inc,biotech,52700000.0,operating,USA,CA,SF Bay,san jose,1.0,
st. renatus,/company/st-renatus,medical,9428830.0,operating,USA,CO,Fort Collins,fort collins,3.0,
micropower technologies,/company/micropower-technologies,security,12200000.0,operating,USA,CA,San Diego,san diego,2.0,2008-01-01
rent my items,/company/rent-my-items-limited,web,41069.0,operating,GBR,,London,london,1.0,2011-03-01
takeaway.com,/company/takeaway-com,hospitality,16650400.0,operating,GBR,,London,london,1.0,2000-01-01
messagebunker,/company/messagebunker,enterprise,165543.0,operating,GBR,,Hertfordshire,hertfordshire,1.0,2008-07-01
sendori,/company/sendori,advertising,800000.0,acquired,,,unknown,,1.0,2006-08-01
fancloud,/company/fancloud,sports,217000.0,operating,USA,CA,Los Angeles,woodland hills,2.0,2011-02-19
airu,/company/airu,ecommerce,2500000.0,operating,BRA,,Sao Paulo,sao paulo,1.0,2011-11-11
adjug,/company/adjug,advertising,6500000.0,operating,GBR,,London,london,1.0,2007-01-01
telormedix,/company/telormedix,biotech,16225456.0,operating,CHE,,Bioggio,bioggio,2.0,2007-01-01
kemp technologies,/company/kemp-technologies,software,18000000.0,operating,USA,NY,Yaphank,yaphank,2.0,
moneyreef,/company/moneyreef,mobile,650000.0,acquired,USA,UT,Salt Lake City,provo,1.0,
verivo software,/company/verivo-software,enterprise,21000000.0,operating,USA,MA,Boston,waltham,2.0,1998-01-01
catalyst it services,/company/catalyst-it-services,consulting,550000.0,operating,USA,MD,Baltimore,baltimore,2.0,2000-01-01
audium semiconductor,/company/audium-semiconductor,hardware,8500000.0,closed,GBR,,Clifton,"clifton, bristol,",1.0,
paedae,/company/paedae,advertising,12280000.0,operating,USA,CA,Los Angeles,santa monica,2.0,2012-01-01
azuro,/company/azuro,semiconductor,10000000.0,acquired,USA,CA,SF Bay,santa clara,2.0,2002-01-01
voipswitch,/company/voipswitch,public_relations,498000.0,operating,GBR,,Middlesex,middlesex,1.0,
telos entertainment,/company/telos-entertainment,software,1640690.0,operating,CAN,,Charlottetown,"charlottetown, prince edward island",1.0,2007-01-01
wemolab,/company/wemo-lab,games_video,5138986.0,operating,USA,CA,Venice,venice,4.0,2010-01-01
target brazil,/company/target-brazil,ecommerce,6000000.0,closed,BRA,,BARRETOS ,barretos ,1.0,
retrofit,/company/retrofit,health,10700000.0,operating,USA,IL,Chicago,skokie,2.0,
adexlink,/company/adexlink,advertising,2000000.0,closed,USA,CA,SF Bay,campbell,1.0,2010-08-16
silver lining limited,/company/silver-lining-limited,software,300000.0,closed,USA,NY,New York,new york,1.0,2005-01-01
yamsafer,/company/yamsafer,hospitality,1000000.0,operating,PST,,Ramallah,ramallah,1.0,2011-07-01
swagsy,/company/swagsy,ecommerce,100000.0,operating,USA,CA,Los Angeles,los angeles,1.0,2011-01-01
mirantis,/company/mirantis,enterprise,20000000.0,operating,USA,CA,SF Bay,mountain view,2.0,1999-09-01
nfluence media,/company/nfluence-media,analytics,6416965.0,operating,USA,WA,Seattle,seattle,3.0,2011-03-21
tell it in 10,/company/tell-it-in-10,photo_video,25000.0,closed,,,unknown,,1.0,2011-10-01
neurologica,/company/neurologica,manufacturing,12000000.0,acquired,USA,MA,Boston,danvers,1.0,2004-01-01
sustainable food development,/company/sustainable-food-development,hospitality,525000.0,operating,USA,CO,Denver,denver,1.0,
startupeando,/company/startupeando,advertising,1500.0,operating,BRA,,Sao Paulo,sao paulo,1.0,2011-12-19
cardio3 biosciences,/company/cardio3-biosciences,biotech,34716680.0,operating,BEL,,Mont Saint Guibert,mont-saint-guibert,3.0,2007-01-01
warp drive bio,/company/warp-drive-bio,search,125000000.0,operating,BRA,,Sao Paulo,s,1.0,
publicrelay,/company/publicrelay,advertising,1512500.0,operating,USA,VA,Washington DC,reston,1.0,
remotv,/company/remotv,mobile,2700000.0,closed,USA,CT,New Haven,new haven,3.0,2007-02-10
gather,/company/gather,news,27450000.0,operating,USA,MA,Boston,boston,5.0,2005-01-01
worlddesk,/company/worlddesk,enterprise,1250000.0,acquired,GBR,,Belfast,belfast,1.0,
bridgeco,/company/bridgeco,software,69500000.0,acquired,CHE,,Duebendorf,"duebendorf ,  zurich",5.0,
vodio labs,/company/vod-io,photo_video,800000.0,operating,ISR,,Tel Aviv,tel aviv,1.0,2011-03-01
etoro,/company/etoro,finance,33900000.0,operating,CYP,,Limassol,limassol,5.0,2007-01-01
newton insight,/company/newton-insight,software,20000.0,operating,USA,TX,Dallas,plano,1.0,2011-08-01
platformq,/company/platformq,web,3720000.0,operating,USA,MA,Boston,needham,2.0,
fanplayr,/company/fanplayr,software,2500000.0,operating,USA,CA,SF Bay,palo alto,2.0,2011-01-01
senova systems,/company/senova-systems,manufacturing,9836249.0,operating,USA,CA,SF Bay,sunnyvale,2.0,2007-01-01
medtel.com,/company/medtel-com,search,87000.0,operating,USA,NY,New York,new york city,1.0,2011-01-01
zapitano,/company/zapitano,games_video,2855541.0,operating,DEU,,Berlin,berlin,2.0,2011-01-01
crystalgenomics,/company/crystalgenomics,biotech,2600000.0,operating,USA,PA,Philadelphia,west conshohocken,1.0,
thrombolytic science international,/company/thrombolytic-science-international,biotech,7500000.0,operating,USA,MA,Boston,cambridge,1.0,
exuru!,/company/exuru,web,150000.0,closed,GBR,,Leeds,leeds,1.0,2011-07-01
people power,/company/people-power,web,1164000.0,operating,USA,CA,California - Other,,2.0,2009-01-01
foodbox,/company/foodbox,social,500000.0,operating,USA,CA,Los Angeles,los angeles,2.0,2011-08-29
fullcircle geosocial networks,/company/fullcircle-social-networks,social,3500000.0,operating,USA,VA,Washington DC,reston,2.0,2010-01-01
marketriders,/company/marketriders,web,200000.0,operating,USA,CA,SF Bay,palo alto,1.0,2008-01-15
montage healthcare solutions,/company/montage-healthcare-solutions,biotech,999984.0,operating,USA,PA,Philadelphia,philadelphia,1.0,2010-01-01
ragingwire,/company/ragingwire,,230000000.0,operating,USA,CA,Sacramento,sacramento,1.0,2000-01-01
yooneed.com,/company/yooneed-com,web,500000.0,operating,FRA,,Paris,paris,1.0,2011-01-01
lasso,/company/lasso-inc,social,75000.0,operating,USA,IL,Chicago,chicago,1.0,2012-12-06
namely,/company/namely,enterprise,5250000.0,operating,USA,NY,New York,new york,3.0,2012-01-17
photomania,/company/photomania,games_video,1000000.0,operating,ISR,,Ramat Gan,ramat gan,1.0,2011-02-01
odimax,/company/odimax,analytics,159000.0,operating,GBR,,London,london,2.0,2011-03-10
blooie,/company/blooie,analytics,158866.0,operating,GBR,,Newcastle,newcastle upon tyne,2.0,2011-09-19
pin or peg,/company/pin-or-peg,ecommerce,15581.0,closed,GBR,,Newcastle,newcastle upon tyne,1.0,
george mobile,/company/george-mobile,messaging,300000.0,closed,CAN,,Vancouver,vancouver,1.0,2010-09-03
4-tell,/company/4-tell,ecommerce,2234979.0,operating,USA,OR,Portland,portland,4.0,2009-04-01
adaptix,/company/adaptix,public_relations,1000000.0,acquired,USA,TX,Dallas,carrollton,1.0,
incytu,/company/incytu,medical,1860000.0,operating,USA,RI,Lincoln,lincoln,1.0,
evodental,/company/evodental,biotech,613106.0,operating,GBR,,Merseyside,merseyside,1.0,
burst online entertainment,/company/burst-online-entertainment,games_video,100000.0,operating,USA,PA,Philadelphia,philadelphia,1.0,
webnotes,/company/webnotes,web,344999.0,operating,USA,MA,Boston,cambridge,5.0,2007-01-01
kudos knowledge,/company/kudos-knowledge,news,400000.0,operating,AUS,,Bondi Junction,bondi junction,1.0,2010-05-13
cd diagnostics,/company/cd-diagnostics,biotech,4410918.0,operating,USA,PA,Philadelphia,wynnewood,3.0,2008-11-01
zolkc,/company/zolkc,mobile,638550.0,operating,IRL,,Co Waterford,co. waterford,1.0,
eyeic,/company/eyeic,medical,547439.0,operating,USA,PA,Philadelphia,west conshohocken,2.0,
placeblogger,/company/placeblogger,web,5000000.0,closed,USA,,United States - Other,,1.0,
adhysteria,/company/adhysteria,web,10000.0,closed,IND,,Mumbai,mumbai,1.0,2007-09-01
monolith semiconductor,/company/monolith-semiconductor,semiconductor,3200000.0,operating,USA,,United States - Other,,1.0,
pandodaily,/company/pandodaily,news,3500000.0,operating,USA,CA,SF Bay,san francisco,2.0,2012-01-16
charitybuzz,/company/charitybuzz,nonprofit,3000000.0,operating,USA,,New York,new york,1.0,2005-04-01
dtime,/company/dtime,web,400000.0,operating,USA,NY,New York,new york,1.0,
zenput,/company/zenput,mobile,170000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-01-01
prezacor,/company/prezacor,health,250000.0,operating,USA,NJ,Princeton,princeton,1.0,
set,/company/set,advertising,10000000.0,operating,USA,CA,SF Bay,san francisco,2.0,
ventrus biosciences,/company/ventrus-biosciences,biotech,2725000.0,ipo,USA,NY,New York,new york,1.0,
graphdive,/company/graphdive,analytics,3000000.0,operating,USA,CA,SF Bay,menlo park,3.0,2011-01-01
mowgli,/company/mowgli,games_video,550000.0,operating,USA,GA,Atlanta,atlanta,1.0,2010-10-01
seetoo,/company/seetoo,enterprise,1000000.0,closed,USA,NY,New York,new york,1.0,2007-01-01
qr pharma,/company/qr-pharma,biotech,1316103.0,operating,USA,PA,Philadelphia,berwyn,4.0,2008-01-01
pressconnect,/company/pressquote,news,500000.0,closed,IND,,Bangalore,bangalore,1.0,2012-01-01
beebrite,/company/beebrite,education,389590.0,operating,ESP,,Madrid,madrid,2.0,2011-12-06
stabiliz orthopaedics,/company/stabiliz-orthopaedics,medical,120000.0,operating,USA,PA,Philadelphia,philadelphia,1.0,
hezmedia interactive,/company/hezmedia-interactive,education,100000.0,operating,MYS,,Kuala Lumpur,kuala lumpur,2.0,2009-07-02
applabs,/company/applabs,software,10000000.0,acquired,IND,,Hyderabad,hyderabad,1.0,2001-01-01
vidder,/company/vidder,security,1284427.0,operating,USA,CA,SF Bay,san jose,1.0,
on the spot systems,/company/on-the-spot-systems,mobile,750000.0,operating,USA,MA,Boston,newton,1.0,
whiptail,/company/whiptail,enterprise,31000000.0,acquired,USA,NJ,Whippany,whippany,3.0,
cliqsearch,/company/cliqsearch,search,840000.0,operating,USA,PA,Philadelphia,philadelphia,1.0,
identropy,/company/identropy,enterprise,4000000.0,operating,USA,NJ,Moonachie,moonachie,1.0,
trigger,/company/triggerio-2,mobile,1000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-01-01
new era portfolio,/company/new-era-portfolio,design,4000000.0,operating,USA,TX,Austin,austin,1.0,
spydrsafe mobile security,/company/spydrsafe-mobile-security,security,100000.0,operating,USA,VA,Washington DC,mclean,3.0,2011-09-01
la reunion virtuelle,/company/la-reunion-virtuelle,advertising,146240.0,operating,REU,,Avirons,avirons,2.0,2008-06-01
cinemur,/company/cinemur,games_video,2573200.0,operating,FRA,,Paris,paris,1.0,2012-01-01
paltalk,/company/paltalk,other,6000000.0,operating,USA,NY,New York,new york,1.0,1998-06-18
recon instruments,/company/recon-instruments,hardware,14000000.0,operating,CAN,,Vancouver,"vancouver, bc",2.0,2008-01-17
dreamweaver international,/company/dreamweaver-international-inc,other,515000.0,operating,USA,SC,Greenville,greenville,2.0,
madvenue,/company/madvenue,web,67460.0,operating,,,unknown,,1.0,2011-11-01
prepayme,/company/prepayme,other,50000.0,operating,USA,NY,New York,brooklyn,1.0,2013-06-01
paybubble,/company/paybubble,mobile,30000.0,closed,,,unknown,,1.0,2012-01-01
bitdeli,/company/bitdeli,other,209999.0,acquired,USA,CA,SF Bay,palo alto,1.0,2011-01-01
skweez,/company/skweez,messaging,940000.0,operating,USA,UT,Salt Lake City,salt lake city,1.0,2004-03-01
jemstep,/company/jemstep,finance,15000000.0,operating,USA,CA,SF Bay,los altos,3.0,2008-01-01
the jetstream,/company/the-jetstream,social,30000000.0,operating,,,unknown,,1.0,
vizimax,/company/vizimax,manufacturing,4100000.0,operating,CAN,,Longueuil,"longueuil, qc",1.0,
q2ebanking,/company/q2ebanking,finance,20000000.0,operating,USA,TX,Austin,austin,1.0,2004-01-01
courtagen life sciences,/company/courtagen-life-sciences,biotech,8000000.0,operating,USA,MA,Boston,woburn,3.0,
bionic panda games,/company/bionic-panda-games,games_video,800000.0,operating,USA,CA,SF Bay,san francisco,2.0,
varentec,/company/varentec,cleantech,21832223.0,operating,USA,CA,SF Bay,san jose,3.0,2002-01-01
playmysong,/company/playmysong,music,350000.0,operating,FRA,,France - Other,,1.0,2011-06-01
boomr,/company/boomr,software,120000.0,operating,USA,CA,SF Bay,san francisco,2.0,2013-08-01
igadget.asia,/company/igadget-asia,news,10000.0,closed,IND,MI,Mumbai,mumbai,1.0,2012-01-01
zeepearl,/company/zeepearl,software,42500.0,operating,MYS,,Petaling Jaya,petaling jaya,1.0,2008-02-05
sphynkx therapeutics,/company/sphynkx-therapeutics,biotech,50000.0,operating,USA,VA,Charlottesville,charlottesville,1.0,
holganix,/company/holganix,other,200000.0,operating,USA,PA,Philadelphia,glen mills,1.0,
seeqpod,/company/seeqpod,search,7000000.0,acquired,USA,CA,SF Bay,emeryville,1.0,2005-05-01
applicasa,/company/applicasa,mobile,1000000.0,operating,ISR,,Netanya,netanya,2.0,2011-07-01
kyck.com,/company/kyck-com,sports,1012948.0,operating,USA,NC,Charlotte,charlotte,3.0,2011-01-01
trippiece,/company/trippiece,travel,2057480.0,operating,JPN,,Tokyo,tokyo,3.0,2011-01-01
plehn analytics,/company/plehn-analytics,analytics,150000.0,closed,,,unknown,,1.0,
genecentric diagnostics,/company/genecentric-diagnostics,biotech,2500000.0,operating,USA,NC,Raleigh-Durham,durham,2.0,2011-01-01
gramble world bv,/company/gramble-world,games_video,7075000.0,operating,NLD,,Den Haag,den haag,7.0,2012-05-01
callision,/company/callision,software,250000.0,operating,USA,NY,New York,new york,2.0,2011-02-28
dietbetter,/company/dietbetter,health,1900000.0,operating,USA,NY,New York,new york,1.0,2011-01-01
cofio software,/company/cofio-software,software,4194000.0,acquired,USA,CA,San Diego,san diego,2.0,2006-01-01
cadence biomedical,/company/cadence-biomedical,biotech,1850000.0,operating,USA,WA,Seattle,seattle,2.0,2007-01-01
mobile patrol,/company/mobile-patrol,software,250000.0,acquired,,,unknown,,1.0,
sellanapp,/company/sellanapp,mobile,631945.0,operating,NLD,,Amsterdam,amsterdam,4.0,2012-02-02
voice of tv,/company/voice-of-tv,social,66810.0,operating,,,unknown,,1.0,
king solarman,/company/king-solarman,manufacturing,10000000.0,operating,USA,CA,SF Bay,fremont,1.0,2008-08-01
songza,/company/songza,music,6700000.0,acquired,USA,NY,New York,long island city,2.0,2007-11-01
immoture.be,/company/immoture-be,real_estate,32348.0,operating,BEL,,unknown,pittem,1.0,2012-01-01
show de ingressos,/company/show-de-ingressos,ecommerce,1500.0,operating,BRA,,Sao Paulo,s,1.0,2009-02-02
theranking.com,/company/theranking-com,games_video,4000000.0,operating,ESP,,Madrid,madrid,1.0,2011-11-01
idea2,/company/idea2,software,1400000.0,operating,,,unknown,,1.0,2009-01-01
kuratur,/company/kuratur,other,121000.0,operating,USA,RI,Providence,providence,3.0,2012-09-20
grand cru,/company/grand-cru,games_video,13000000.0,operating,FIN,,Helsinki,helsinki,3.0,2011-01-01
mykonos software,/company/mykonos-software,software,4000000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2009-01-01
sonic notify,/company/sonic-notify,software,4550000.0,operating,USA,NY,New York,new york,2.0,2011-10-01
sojern,/company/sojern,travel,32500000.0,operating,USA,CA,SF Bay,san francisco,3.0,2007-09-10
